S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
46,2019-07-04,39,55909.00,38803394.00,705.00,693.00,698.00
47,2019-07-03,25,8880.00,6185680.00,707.00,694.00,700.00
48,2019-07-02,49,14563.00,10154981.00,699.00,692.00,694.00
49,2019-07-01,32,11164.00,7792808.00,700.00,690.00,698.00
50,2019-06-30,35,10990.00,7685545.00,715.00,696.00,702.00
51,2019-06-27,25,6670.00,4676932.00,704.00,696.00,703.00
52,2019-06-26,27,6910.00,4820590.00,700.00,695.00,700.00
53,2019-06-25,14,2210.00,1537370.00,699.00,691.00,699.00
54,2019-06-24,23,4335.00,2999575.00,698.00,690.00,698.00
55,2019-06-23,31,4070.00,2812220.00,697.00,690.00,690.00
56,2019-06-20,18,1825.00,1267480.00,703.00,691.00,697.00
57,2019-06-19,26,1665.00,1153210.00,700.00,690.00,694.00
58,2019-06-18,45,9952.00,6884660.00,700.00,690.00,690.00
59,2019-06-17,33,4570.00,3171015.00,699.00,690.00,695.00
60,2019-06-16,72,5190.00,3599245.00,700.00,690.00,694.00
61,2019-06-13,29,1355.00,946330.00,710.00,692.00,700.00
62,2019-06-12,32,6920.00,4842775.00,707.00,696.00,703.00
63,2019-06-11,32,2790.00,1950480.00,704.00,695.00,700.00
64,2019-06-10,66,23548.00,16435027.00,718.00,695.00,705.00
65,2019-06-06,47,8335.00,5851650.00,745.00,680.00,713.00
66,2019-06-04,34,6820.00,4839090.00,715.00,701.00,710.00
67,2019-06-03,36,8659.00,6181717.00,728.00,712.00,715.00
68,2019-06-02,91,18937.00,13548825.00,735.00,711.00,717.00
69,2019-05-30,71,30060.00,21994480.00,754.00,725.00,731.00
70,2019-05-29,54,24615.00,17804520.00,728.00,722.00,728.00
71,2019-05-28,41,16840.00,12262405.00,734.00,716.00,729.00
72,2019-05-27,44,16400.00,11945250.00,732.00,715.00,728.00
73,2019-05-26,49,10202.00,7472143.00,745.00,726.00,726.00
74,2019-05-23,100,32295.00,23745035.00,750.00,716.00,740.00
75,2019-05-22,69,21400.00,15662855.00,740.00,730.00,730.00
76,2019-05-21,71,25165.00,18457730.00,740.00,729.00,729.00
77,2019-05-20,152,50050.00,36896973.00,750.00,729.00,735.00
78,2019-05-19,85,24793.00,18033843.00,735.00,723.00,729.00
79,2019-05-16,46,8708.00,6282975.00,735.00,715.00,723.00
80,2019-05-15,91,72287.00,51669726.00,731.00,710.00,721.00
81,2019-05-14,62,14000.00,9979640.00,740.00,706.00,717.00
82,2019-05-13,59,14140.00,10033045.00,715.00,695.00,713.00
83,2019-05-12,15,1290.00,899690.00,704.00,695.00,701.00
84,2019-05-09,23,6640.00,4624050.00,718.00,694.00,704.00
85,2019-05-08,18,370.00,260640.00,715.00,699.00,704.00
86,2019-05-07,29,5780.00,4050080.00,712.00,697.00,704.00
87,2019-05-06,19,3835.00,2687470.00,709.00,700.00,700.00
88,2019-05-05,28,3195.00,2237840.00,707.00,685.00,703.00
89,2019-05-02,19,1923.00,1334113.00,700.00,687.00,698.00
90,2019-04-30,26,1703.00,1192779.00,709.00,696.00,700.00
91,2019-04-29,23,860.00,607130.00,728.00,700.00,707.00
92,2019-04-28,30,3725.00,2637810.00,710.00,695.00,700.00
93,2019-04-25,35,5385.00,3754845.00,704.00,694.00,704.00
94,2019-04-24,11,500.00,346380.00,698.00,690.00,695.00
95,2019-04-23,22,4800.00,3304920.00,693.00,680.00,690.00
96,2019-04-22,24,3190.00,2220970.00,707.00,685.00,690.00
97,2019-04-21,19,4417.00,3020476.00,695.00,680.00,695.00
98,2019-04-18,25,3570.00,2429550.00,684.00,680.00,682.00
99,2019-04-17,26,3370.00,2296140.00,686.00,678.00,680.00
100,2019-04-16,30,6160.00,4181990.00,682.00,675.00,680.00
101,2019-04-15,25,4320.00,2927020.00,692.00,677.00,677.00
102,2019-04-11,27,2855.00,1943700.00,690.00,677.00,682.00
103,2019-04-10,20,3430.00,2325310.00,685.00,675.00,685.00
104,2019-04-09,22,3035.00,2056948.00,682.00,677.00,678.00
105,2019-04-08,36,4525.00,3071000.00,697.00,677.00,680.00
106,2019-04-07,9,1700.00,1158250.00,685.00,680.00,685.00
107,2019-04-04,25,2575.00,1746749.00,687.00,677.00,685.00
108,2019-04-03,38,6283.00,4261422.00,692.00,677.00,684.00
109,2019-04-02,10,1525.00,1036405.00,686.00,677.00,686.00
110,2019-04-01,12,2600.00,1765675.00,684.00,677.00,679.00
111,2019-03-31,22,2930.00,1992700.00,688.00,677.00,687.00
112,2019-03-28,20,2195.00,1490635.00,685.00,676.00,685.00
113,2019-03-27,12,2255.00,1520390.00,684.00,670.00,680.00
114,2019-03-26,20,4040.00,2737360.00,687.00,675.00,680.00
115,2019-03-25,20,3135.00,2111789.00,680.00,670.00,674.00
116,2019-03-24,30,5025.00,3394895.00,680.00,674.00,678.00
117,2019-03-21,26,3152.00,2131940.00,680.00,672.00,677.00
118,2019-03-19,14,1730.00,1167810.00,686.00,673.00,673.00
119,2019-03-18,13,800.00,543390.00,684.00,678.00,683.00
120,2019-03-17,14,1030.00,702730.00,690.00,679.00,683.00
121,2019-03-14,24,5273.00,3602122.00,689.00,680.00,685.00
122,2019-03-13,21,2835.00,1923525.00,689.00,677.00,680.00
123,2019-03-12,22,3323.00,2267457.00,689.00,678.00,683.00
124,2019-03-11,36,5947.00,4024136.00,683.00,674.00,678.00
125,2019-03-10,12,1510.00,1027820.00,684.00,680.00,682.00
126,2019-03-07,27,3968.00,2700822.00,685.00,678.00,684.00
127,2019-03-06,27,4244.00,2881530.00,680.00,670.00,680.00
128,2019-03-05,25,3790.00,2576430.00,689.00,678.00,680.00
129,2019-03-03,24,926.00,632043.00,697.00,677.00,685.00
130,2019-02-27,8,965.00,658085.00,694.00,681.00,684.00
131,2019-02-26,22,5305.00,3603100.00,690.00,677.00,681.00
132,2019-02-25,12,2555.00,1727845.00,690.00,675.00,690.00
133,2019-02-24,7,230.00,156160.00,689.00,677.00,678.00
134,2019-02-21,16,2190.00,1502485.00,700.00,684.00,689.00
135,2019-02-20,20,1687.00,1145419.00,697.00,675.00,688.00
136,2019-02-19,21,1129.00,776305.00,705.00,676.00,688.00
137,2019-02-18,28,3570.00,2422156.00,690.00,676.00,676.00
138,2019-02-17,21,1835.00,1265050.00,700.00,687.00,687.00
139,2019-02-14,29,4895.00,3387280.00,698.00,690.00,695.00
140,2019-02-13,18,5500.00,3845170.00,713.00,698.00,698.00
141,2019-02-12,27,3150.00,2203030.00,719.00,691.00,700.00
142,2019-02-11,44,6490.00,4551180.00,708.00,700.00,705.00
143,2019-02-10,33,7374.00,5185968.00,708.00,701.00,703.00
144,2019-02-07,27,3470.00,2452615.00,715.00,705.00,707.00
145,2019-02-06,27,7440.00,5271725.00,715.00,706.00,710.00
146,2019-02-05,37,16514.00,11713284.00,714.00,706.00,712.00
147,2019-02-04,52,9436.00,6708576.00,729.00,708.00,708.00
148,2019-02-03,85,49871.00,35528718.00,729.00,709.00,714.00
149,2019-01-31,37,5905.00,4295865.00,730.00,725.00,729.00
150,2019-01-30,8,1060.00,770000.00,732.00,722.00,730.00
151,2019-01-29,13,4487.00,3269913.00,730.00,728.00,730.00
152,2019-01-28,9,890.00,645780.00,729.00,724.00,728.00
153,2019-01-27,22,5155.00,3744520.00,730.00,725.00,729.00
154,2019-01-24,25,3120.00,2274335.00,735.00,728.00,730.00
155,2019-01-23,18,4090.00,2980140.00,738.00,728.00,730.00
156,2019-01-22,22,4193.00,3051256.00,735.00,726.00,729.00
157,2019-01-21,29,6850.00,4970400.00,740.00,724.00,726.00
158,2019-01-20,1,10.00,7350.00,735.00,733.00,735.00
159,2019-01-17,7,1910.00,1389980.00,734.00,724.00,733.00
160,2019-01-16,33,5180.00,3778905.00,738.00,724.00,724.00
161,2019-01-15,10,5465.00,4042090.00,741.00,735.00,736.00
162,2019-01-14,20,3253.00,2376650.00,740.00,725.00,740.00
163,2019-01-13,8,1410.00,1029200.00,738.00,728.00,730.00
164,2019-01-10,14,3780.00,2759580.00,737.00,725.00,732.00
165,2019-01-09,10,423.00,310116.00,739.00,726.00,730.00
166,2019-01-08,12,1400.00,1018350.00,739.00,726.00,733.00
167,2019-01-07,15,1022.00,750112.00,748.00,731.00,731.00
168,2019-01-06,23,16775.00,12267845.00,740.00,729.00,734.00
169,2019-01-03,21,22715.00,16602355.00,740.00,728.00,731.00
170,2019-01-02,8,370.00,271190.00,743.00,730.00,730.00
171,2019-01-01,8,490.00,361990.00,748.00,734.00,734.00
172,2018-12-31,15,3110.00,2286790.00,743.00,731.00,734.00
173,2018-12-30,67,18455.00,13756150.00,797.00,743.00,743.00
174,2018-12-27,135,23618.00,18746584.00,804.00,790.00,797.00
