S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
237,9/23/2018,75,19281,6965783,364,357,361
238,9/20/2018,41,9880,3560226,364,352,359
239,9/18/2018,65,9249,3326117,362,357,359
240,9/17/2018,101,21307,7702269,370,359,360
241,9/16/2018,178,53133,19495815,377,356,367
242,9/13/2018,83,20006,7079797,359,351,359
243,9/12/2018,50,12667,4433730,355,345,352
244,9/11/2018,42,4778,1658010,350,340,345
245,9/10/2018,30,4112,1413271,346,340,342
246,9/9/2018,64,7740,2699031,353,346,346
247,9/6/2018,141,33936,12121035,368,350,352
248,9/5/2018,151,29704,10487643,362,341,356
249,9/4/2018,81,17187,5922672,347,340,344
250,9/3/2018,88,15425,5299787,347,336,342
251,9/2/2018,63,9661,3250843,340,333,340
252,8/30/2018,45,9985,3324675,335,331,334
253,8/29/2018,43,6392,2115838,334,330,331
254,8/28/2018,49,7354,2440995,335,330,333
255,8/26/2018,28,3588,1191503,337,330,333
256,8/23/2018,55,7504,2509987,338,333,335
257,8/22/2018,35,3613,1202035,344,331,344
258,8/21/2018,68,8787,2926568,335,331,333
259,8/20/2018,70,14359,4793035,340,332,335
260,8/19/2018,118,21370,7262350,344,338,338
261,8/16/2018,154,25581,8716335,345,335,340
262,8/15/2018,179,37824,12610377,343,326,339
263,8/14/2018,41,6036,1929291,324,317,324
264,8/13/2018,20,2778,880111,319,315,317
265,8/12/2018,32,3439,1089860,322,313,320
266,8/9/2018,33,5748,1845495,325,319,325
267,8/8/2018,23,1567,507941,327,322,325
268,8/7/2018,38,4342,1408593,326,324,326
269,8/6/2018,47,9520,3097930,328,325,326
270,8/5/2018,22,3712,1212817,328,325,328
271,8/2/2018,39,5188,1679864,327,321,327
272,8/1/2018,36,9526,3068018,323,319,322
273,7/31/2018,39,7541,2409044,321,318,321
274,7/30/2018,39,5984,1893378,319,315,319
275,7/29/2018,48,9058,2864572,319,315,318
276,7/26/2018,43,5608,1760548,315,313,315
277,7/25/2018,46,6281,1964546,315,311,314
278,7/24/2018,42,7297,2301641,318,313,313
279,7/23/2018,31,3905,1228033,317,313,313
280,7/22/2018,47,8337,2621323,316,313,314
281,7/19/2018,55,6170,1941530,317,311,315
282,7/18/2018,22,3133,986121,317,313,317
283,7/17/2018,18,1983,625393,317,315,315
284,7/16/2018,29,32979,10348996,315,311,314
285,7/15/2018,27,2890,900469,314,309,311
286,7/12/2018,64,12730,3959540,315,310,310
287,7/11/2018,45,40507,12590795,317,310,312
288,7/10/2018,49,47740,14801288,314,310,313
289,7/9/2018,32,4364,1359099,316,308,310
290,7/8/2018,64,9349,2977036,321,316,316
291,7/5/2018,31,2638,831225,318,311,318
292,7/4/2018,33,8901,2722256,310,300,309
293,7/3/2018,34,3991,1216907,308,302,305
294,7/2/2018,30,4610,1399846,308,299,305
295,7/1/2018,34,5338,1635939,311,305,305
296,6/28/2018,21,10595,3294320,312,308,312
297,6/27/2018,19,1402,434695,312,308,311
298,6/26/2018,39,7623,2363209,313,307,311
299,6/25/2018,34,3561,1112513,316,311,313
300,6/24/2018,34,3045,952280,317,306,314
301,6/21/2018,64,9336,2916902,316,310,310
302,6/20/2018,43,5309,1648950,314,309,312
303,6/19/2018,37,3309,1049133,322,316,316
304,6/18/2018,37,6878,2154552,320,310,320
305,6/17/2018,20,1083,342522,320,314,320
